.headers on

--Name: Shae Morlis
--File: Lab3-shae.sql
-- Date: January 26, 2021

--1. What is the order number and the date of each order sold by each employee?
select e.employeeid, e.titleofcourtesy, e.firstname, e.lastname, o.orderid, o.orderdate 
from employees e inner join orders o on e.employeeid = o.employeeid;
EmployeeID|TitleOfCourtesy|FirstName|LastName|OrderID|OrderDate
1|Ms.|Nancy|Davolio|10813|1998-01-05
1|Ms.|Nancy|Davolio|10821|1998-01-08
1|Ms.|Nancy|Davolio|10825|1998-01-09
1|Ms.|Nancy|Davolio|10827|1998-01-12
1|Ms.|Nancy|Davolio|10834|1998-01-15
1|Ms.|Nancy|Davolio|10835|1998-01-15
1|Ms.|Nancy|Davolio|10842|1998-01-20
1|Ms.|Nancy|Davolio|10850|1998-01-23
1|Ms.|Nancy|Davolio|10859|1998-01-29
1|Ms.|Nancy|Davolio|10877|1998-02-09
1|Ms.|Nancy|Davolio|10886|1998-02-13
1|Ms.|Nancy|Davolio|10888|1998-02-16
1|Ms.|Nancy|Davolio|10894|1998-02-18
1|Ms.|Nancy|Davolio|10900|1998-02-20
1|Ms.|Nancy|Davolio|10902|1998-02-23
1|Ms.|Nancy|Davolio|10909|1998-02-26
1|Ms.|Nancy|Davolio|10910|1998-02-26
1|Ms.|Nancy|Davolio|10916|1998-02-27
1|Ms.|Nancy|Davolio|10921|1998-03-03
1|Ms.|Nancy|Davolio|10928|1998-03-05
1|Ms.|Nancy|Davolio|10946|1998-03-12
1|Ms.|Nancy|Davolio|10950|1998-03-16
1|Ms.|Nancy|Davolio|10952|1998-03-16
1|Ms.|Nancy|Davolio|10968|1998-03-23
1|Ms.|Nancy|Davolio|10969|1998-03-23
1|Ms.|Nancy|Davolio|10975|1998-03-25
1|Ms.|Nancy|Davolio|10976|1998-03-25
1|Ms.|Nancy|Davolio|10981|1998-03-27
1|Ms.|Nancy|Davolio|10984|1998-03-30
1|Ms.|Nancy|Davolio|10991|1998-04-01
1|Ms.|Nancy|Davolio|10992|1998-04-01
1|Ms.|Nancy|Davolio|10995|1998-04-02
1|Ms.|Nancy|Davolio|11012|1998-04-09
1|Ms.|Nancy|Davolio|11023|1998-04-14
1|Ms.|Nancy|Davolio|11027|1998-04-16
1|Ms.|Nancy|Davolio|11038|1998-04-21
1|Ms.|Nancy|Davolio|11039|1998-04-21
1|Ms.|Nancy|Davolio|11064|1998-05-01
1|Ms.|Nancy|Davolio|11067|1998-05-04
1|Ms.|Nancy|Davolio|11069|1998-05-04
1|Ms.|Nancy|Davolio|11071|1998-05-05
1|Ms.|Nancy|Davolio|11077|1998-05-06
2|Dr.|Andrew|Fuller|10265|1996-07-25
2|Dr.|Andrew|Fuller|10277|1996-08-09
2|Dr.|Andrew|Fuller|10280|1996-08-14
2|Dr.|Andrew|Fuller|10295|1996-09-02
2|Dr.|Andrew|Fuller|10300|1996-09-09
2|Dr.|Andrew|Fuller|10307|1996-09-17
2|Dr.|Andrew|Fuller|10312|1996-09-23
2|Dr.|Andrew|Fuller|10313|1996-09-24
2|Dr.|Andrew|Fuller|10327|1996-10-11
2|Dr.|Andrew|Fuller|10339|1996-10-28
2|Dr.|Andrew|Fuller|10345|1996-11-04
2|Dr.|Andrew|Fuller|10368|1996-11-29
2|Dr.|Andrew|Fuller|10379|1996-12-11
2|Dr.|Andrew|Fuller|10388|1996-12-19
2|Dr.|Andrew|Fuller|10392|1996-12-24
2|Dr.|Andrew|Fuller|10398|1996-12-30
2|Dr.|Andrew|Fuller|10404|1997-01-03
2|Dr.|Andrew|Fuller|10407|1997-01-07
2|Dr.|Andrew|Fuller|10414|1997-01-14
2|Dr.|Andrew|Fuller|10422|1997-01-22
2|Dr.|Andrew|Fuller|10457|1997-02-25
2|Dr.|Andrew|Fuller|10462|1997-03-03
2|Dr.|Andrew|Fuller|10471|1997-03-11
2|Dr.|Andrew|Fuller|10478|1997-03-18
2|Dr.|Andrew|Fuller|10487|1997-03-26
2|Dr.|Andrew|Fuller|10502|1997-04-10
2|Dr.|Andrew|Fuller|10515|1997-04-23
2|Dr.|Andrew|Fuller|10516|1997-04-24
2|Dr.|Andrew|Fuller|10541|1997-05-19
2|Dr.|Andrew|Fuller|10552|1997-05-29
2|Dr.|Andrew|Fuller|10553|1997-05-30
2|Dr.|Andrew|Fuller|10556|1997-06-03
2|Dr.|Andrew|Fuller|10561|1997-06-06
2|Dr.|Andrew|Fuller|10563|1997-06-10
2|Dr.|Andrew|Fuller|10583|1997-06-30
2|Dr.|Andrew|Fuller|10588|1997-07-03
2|Dr.|Andrew|Fuller|10595|1997-07-10
2|Dr.|Andrew|Fuller|10615|1997-07-30
2|Dr.|Andrew|Fuller|10620|1997-08-05
2|Dr.|Andrew|Fuller|10657|1997-09-04
2|Dr.|Andrew|Fuller|10663|1997-09-10
2|Dr.|Andrew|Fuller|10669|1997-09-15
2|Dr.|Andrew|Fuller|10673|1997-09-18
2|Dr.|Andrew|Fuller|10676|1997-09-22
2|Dr.|Andrew|Fuller|10683|1997-09-26
2|Dr.|Andrew|Fuller|10686|1997-09-30
2|Dr.|Andrew|Fuller|10691|1997-10-03
2|Dr.|Andrew|Fuller|10727|1997-11-03
2|Dr.|Andrew|Fuller|10734|1997-11-07
2|Dr.|Andrew|Fuller|10737|1997-11-11
2|Dr.|Andrew|Fuller|10738|1997-11-12
2|Dr.|Andrew|Fuller|10752|1997-11-24
2|Dr.|Andrew|Fuller|10780|1997-12-16
2|Dr.|Andrew|Fuller|10781|1997-12-17
2|Dr.|Andrew|Fuller|10787|1997-12-19
2|Dr.|Andrew|Fuller|10798|1997-12-26
2|Dr.|Andrew|Fuller|10805|1997-12-30
2|Dr.|Andrew|Fuller|10808|1998-01-01
2|Dr.|Andrew|Fuller|10810|1998-01-01
2|Dr.|Andrew|Fuller|10815|1998-01-05
2|Dr.|Andrew|Fuller|10819|1998-01-07
2|Dr.|Andrew|Fuller|10832|1998-01-14
2|Dr.|Andrew|Fuller|10846|1998-01-22
2|Dr.|Andrew|Fuller|10858|1998-01-29
2|Dr.|Andrew|Fuller|10865|1998-02-02
2|Dr.|Andrew|Fuller|10912|1998-02-26
2|Dr.|Andrew|Fuller|10915|1998-02-27
2|Dr.|Andrew|Fuller|10919|1998-03-02
2|Dr.|Andrew|Fuller|10939|1998-03-10
2|Dr.|Andrew|Fuller|10949|1998-03-13
2|Dr.|Andrew|Fuller|10967|1998-03-23
2|Dr.|Andrew|Fuller|10971|1998-03-24
2|Dr.|Andrew|Fuller|10982|1998-03-27
2|Dr.|Andrew|Fuller|10983|1998-03-27
2|Dr.|Andrew|Fuller|10985|1998-03-30
2|Dr.|Andrew|Fuller|10989|1998-03-31
2|Dr.|Andrew|Fuller|10990|1998-04-01
2|Dr.|Andrew|Fuller|10994|1998-04-02
2|Dr.|Andrew|Fuller|11000|1998-04-06
2|Dr.|Andrew|Fuller|11001|1998-04-06
2|Dr.|Andrew|Fuller|11005|1998-04-07
2|Dr.|Andrew|Fuller|11009|1998-04-08
2|Dr.|Andrew|Fuller|11010|1998-04-09
2|Dr.|Andrew|Fuller|11013|1998-04-09
2|Dr.|Andrew|Fuller|11014|1998-04-10
2|Dr.|Andrew|Fuller|11015|1998-04-10
2|Dr.|Andrew|Fuller|11020|1998-04-14
2|Dr.|Andrew|Fuller|11028|1998-04-16
2|Dr.|Andrew|Fuller|11032|1998-04-17
2|Dr.|Andrew|Fuller|11035|1998-04-20
2|Dr.|Andrew|Fuller|11042|1998-04-22
2|Dr.|Andrew|Fuller|11053|1998-04-27
2|Dr.|Andrew|Fuller|11059|1998-04-29
2|Dr.|Andrew|Fuller|11060|1998-04-30
2|Dr.|Andrew|Fuller|11070|1998-05-05
2|Dr.|Andrew|Fuller|11073|1998-05-05
3|Ms.|Janet|Leverling|10251|1996-07-08
3|Ms.|Janet|Leverling|10253|1996-07-10
3|Ms.|Janet|Leverling|10256|1996-07-15
3|Ms.|Janet|Leverling|10266|1996-07-26
3|Ms.|Janet|Leverling|10273|1996-08-05
3|Ms.|Janet|Leverling|10283|1996-08-16
3|Ms.|Janet|Leverling|10309|1996-09-19
3|Ms.|Janet|Leverling|10321|1996-10-03
3|Ms.|Janet|Leverling|10330|1996-10-16
3|Ms.|Janet|Leverling|10332|1996-10-17
3|Ms.|Janet|Leverling|10346|1996-11-05
3|Ms.|Janet|Leverling|10352|1996-11-12
3|Ms.|Janet|Leverling|10362|1996-11-25
3|Ms.|Janet|Leverling|10365|1996-11-27
3|Ms.|Janet|Leverling|10375|1996-12-06
3|Ms.|Janet|Leverling|10381|1996-12-12
3|Ms.|Janet|Leverling|10384|1996-12-16
3|Ms.|Janet|Leverling|10391|1996-12-23
3|Ms.|Janet|Leverling|10409|1997-01-09
3|Ms.|Janet|Leverling|10410|1997-01-10
3|Ms.|Janet|Leverling|10413|1997-01-14
3|Ms.|Janet|Leverling|10415|1997-01-15
3|Ms.|Janet|Leverling|10420|1997-01-21
3|Ms.|Janet|Leverling|10429|1997-01-29
3|Ms.|Janet|Leverling|10432|1997-01-31
3|Ms.|Janet|Leverling|10433|1997-02-03
3|Ms.|Janet|Leverling|10434|1997-02-03
3|Ms.|Janet|Leverling|10436|1997-02-05
3|Ms.|Janet|Leverling|10438|1997-02-06
3|Ms.|Janet|Leverling|10441|1997-02-10
3|Ms.|Janet|Leverling|10442|1997-02-11
3|Ms.|Janet|Leverling|10444|1997-02-12
3|Ms.|Janet|Leverling|10445|1997-02-13
3|Ms.|Janet|Leverling|10449|1997-02-18
3|Ms.|Janet|Leverling|10468|1997-03-07
3|Ms.|Janet|Leverling|10479|1997-03-19
3|Ms.|Janet|Leverling|10484|1997-03-24
3|Ms.|Janet|Leverling|10492|1997-04-01
3|Ms.|Janet|Leverling|10495|1997-04-03
3|Ms.|Janet|Leverling|10505|1997-04-14
3|Ms.|Janet|Leverling|10514|1997-04-22
3|Ms.|Janet|Leverling|10517|1997-04-24
3|Ms.|Janet|Leverling|10530|1997-05-08
3|Ms.|Janet|Leverling|10536|1997-05-14
3|Ms.|Janet|Leverling|10540|1997-05-19
3|Ms.|Janet|Leverling|10547|1997-05-23
3|Ms.|Janet|Leverling|10548|1997-05-26
3|Ms.|Janet|Leverling|10568|1997-06-13
3|Ms.|Janet|Leverling|10570|1997-06-17
3|Ms.|Janet|Leverling|10572|1997-06-18
3|Ms.|Janet|Leverling|10576|1997-06-23
3|Ms.|Janet|Leverling|10581|1997-06-26
3|Ms.|Janet|Leverling|10582|1997-06-27
3|Ms.|Janet|Leverling|10592|1997-07-08
3|Ms.|Janet|Leverling|10594|1997-07-09
3|Ms.|Janet|Leverling|10619|1997-08-04
3|Ms.|Janet|Leverling|10625|1997-08-08
3|Ms.|Janet|Leverling|10638|1997-08-20
3|Ms.|Janet|Leverling|10644|1997-08-25
3|Ms.|Janet|Leverling|10662|1997-09-09
3|Ms.|Janet|Leverling|10681|1997-09-25
3|Ms.|Janet|Leverling|10682|1997-09-25
3|Ms.|Janet|Leverling|10684|1997-09-26
3|Ms.|Janet|Leverling|10693|1997-10-06
3|Ms.|Janet|Leverling|10697|1997-10-08
3|Ms.|Janet|Leverling|10699|1997-10-09
3|Ms.|Janet|Leverling|10700|1997-10-10
3|Ms.|Janet|Leverling|10712|1997-10-21
3|Ms.|Janet|Leverling|10715|1997-10-23
3|Ms.|Janet|Leverling|10723|1997-10-30
3|Ms.|Janet|Leverling|10732|1997-11-06
3|Ms.|Janet|Leverling|10739|1997-11-12
3|Ms.|Janet|Leverling|10742|1997-11-14
3|Ms.|Janet|Leverling|10748|1997-11-20
3|Ms.|Janet|Leverling|10751|1997-11-24
3|Ms.|Janet|Leverling|10753|1997-11-25
3|Ms.|Janet|Leverling|10758|1997-11-28
3|Ms.|Janet|Leverling|10759|1997-11-28
3|Ms.|Janet|Leverling|10762|1997-12-02
3|Ms.|Janet|Leverling|10763|1997-12-03
3|Ms.|Janet|Leverling|10765|1997-12-04
3|Ms.|Janet|Leverling|10768|1997-12-08
3|Ms.|Janet|Leverling|10769|1997-12-08
3|Ms.|Janet|Leverling|10772|1997-12-10
3|Ms.|Janet|Leverling|10778|1997-12-16
3|Ms.|Janet|Leverling|10779|1997-12-16
3|Ms.|Janet|Leverling|10793|1997-12-24
3|Ms.|Janet|Leverling|10796|1997-12-25
3|Ms.|Janet|Leverling|10806|1997-12-31
3|Ms.|Janet|Leverling|10814|1998-01-05
3|Ms.|Janet|Leverling|10817|1998-01-06
3|Ms.|Janet|Leverling|10820|1998-01-07
3|Ms.|Janet|Leverling|10831|1998-01-14
3|Ms.|Janet|Leverling|10838|1998-01-19
3|Ms.|Janet|Leverling|10839|1998-01-19
3|Ms.|Janet|Leverling|10854|1998-01-27
3|Ms.|Janet|Leverling|10855|1998-01-27
3|Ms.|Janet|Leverling|10856|1998-01-28
3|Ms.|Janet|Leverling|10860|1998-01-29
3|Ms.|Janet|Leverling|10879|1998-02-10
3|Ms.|Janet|Leverling|10895|1998-02-18
3|Ms.|Janet|Leverling|10897|1998-02-19
3|Ms.|Janet|Leverling|10903|1998-02-24
3|Ms.|Janet|Leverling|10904|1998-02-24
3|Ms.|Janet|Leverling|10911|1998-02-26
3|Ms.|Janet|Leverling|10918|1998-03-02
3|Ms.|Janet|Leverling|10924|1998-03-04
3|Ms.|Janet|Leverling|10925|1998-03-04
3|Ms.|Janet|Leverling|10934|1998-03-09
3|Ms.|Janet|Leverling|10936|1998-03-09
3|Ms.|Janet|Leverling|10938|1998-03-10
3|Ms.|Janet|Leverling|10947|1998-03-13
3|Ms.|Janet|Leverling|10948|1998-03-13
3|Ms.|Janet|Leverling|10960|1998-03-19
3|Ms.|Janet|Leverling|10964|1998-03-20
3|Ms.|Janet|Leverling|10974|1998-03-25
3|Ms.|Janet|Leverling|10988|1998-03-31
3|Ms.|Janet|Leverling|11003|1998-04-06
3|Ms.|Janet|Leverling|11004|1998-04-07
3|Ms.|Janet|Leverling|11006|1998-04-07
3|Ms.|Janet|Leverling|11011|1998-04-09
3|Ms.|Janet|Leverling|11021|1998-04-14
3|Ms.|Janet|Leverling|11041|1998-04-22
3|Ms.|Janet|Leverling|11049|1998-04-24
3|Ms.|Janet|Leverling|11052|1998-04-27
3|Ms.|Janet|Leverling|11057|1998-04-29
3|Ms.|Janet|Leverling|11063|1998-04-30
4|Mrs.|Margaret|Peacock|10250|1996-07-08
4|Mrs.|Margaret|Peacock|10252|1996-07-09
4|Mrs.|Margaret|Peacock|10257|1996-07-16
4|Mrs.|Margaret|Peacock|10259|1996-07-18
4|Mrs.|Margaret|Peacock|10260|1996-07-19
4|Mrs.|Margaret|Peacock|10261|1996-07-19
4|Mrs.|Margaret|Peacock|10267|1996-07-29
4|Mrs.|Margaret|Peacock|10281|1996-08-14
4|Mrs.|Margaret|Peacock|10282|1996-08-15
4|Mrs.|Margaret|Peacock|10284|1996-08-19
4|Mrs.|Margaret|Peacock|10288|1996-08-23
4|Mrs.|Margaret|Peacock|10294|1996-08-30
4|Mrs.|Margaret|Peacock|10299|1996-09-06
4|Mrs.|Margaret|Peacock|10302|1996-09-10
4|Mrs.|Margaret|Peacock|10315|1996-09-26
4|Mrs.|Margaret|Peacock|10323|1996-10-07
4|Mrs.|Margaret|Peacock|10326|1996-10-10
4|Mrs.|Margaret|Peacock|10328|1996-10-14
4|Mrs.|Margaret|Peacock|10329|1996-10-15
4|Mrs.|Margaret|Peacock|10337|1996-10-24
4|Mrs.|Margaret|Peacock|10338|1996-10-25
4|Mrs.|Margaret|Peacock|10342|1996-10-30
4|Mrs.|Margaret|Peacock|10343|1996-10-31
4|Mrs.|Margaret|Peacock|10344|1996-11-01
4|Mrs.|Margaret|Peacock|10347|1996-11-06
4|Mrs.|Margaret|Peacock|10348|1996-11-07
4|Mrs.|Margaret|Peacock|10360|1996-11-22
4|Mrs.|Margaret|Peacock|10363|1996-11-26
4|Mrs.|Margaret|Peacock|10373|1996-12-05
4|Mrs.|Margaret|Peacock|10382|1996-12-13
4|Mrs.|Margaret|Peacock|10389|1996-12-20
4|Mrs.|Margaret|Peacock|10403|1997-01-03
4|Mrs.|Margaret|Peacock|10417|1997-01-16
4|Mrs.|Margaret|Peacock|10418|1997-01-17
4|Mrs.|Margaret|Peacock|10419|1997-01-20
4|Mrs.|Margaret|Peacock|10426|1997-01-27
4|Mrs.|Margaret|Peacock|10427|1997-01-27
4|Mrs.|Margaret|Peacock|10430|1997-01-30
4|Mrs.|Margaret|Peacock|10431|1997-01-30
4|Mrs.|Margaret|Peacock|10440|1997-02-10
4|Mrs.|Margaret|Peacock|10447|1997-02-14
4|Mrs.|Margaret|Peacock|10448|1997-02-17
4|Mrs.|Margaret|Peacock|10451|1997-02-19
4|Mrs.|Margaret|Peacock|10454|1997-02-21
4|Mrs.|Margaret|Peacock|10459|1997-02-27
4|Mrs.|Margaret|Peacock|10464|1997-03-04
4|Mrs.|Margaret|Peacock|10466|1997-03-06
4|Mrs.|Margaret|Peacock|10470|1997-03-11
4|Mrs.|Margaret|Peacock|10485|1997-03-25
4|Mrs.|Margaret|Peacock|10493|1997-04-02
4|Mrs.|Margaret|Peacock|10494|1997-04-02
4|Mrs.|Margaret|Peacock|10499|1997-04-08
4|Mrs.|Margaret|Peacock|10504|1997-04-11
4|Mrs.|Margaret|Peacock|10509|1997-04-17
4|Mrs.|Margaret|Peacock|10511|1997-04-18
4|Mrs.|Margaret|Peacock|10518|1997-04-25
4|Mrs.|Margaret|Peacock|10522|1997-04-30
4|Mrs.|Margaret|Peacock|10526|1997-05-05
4|Mrs.|Margaret|Peacock|10535|1997-05-13
4|Mrs.|Margaret|Peacock|10544|1997-05-21
4|Mrs.|Margaret|Peacock|10551|1997-05-28
4|Mrs.|Margaret|Peacock|10554|1997-05-30
4|Mrs.|Margaret|Peacock|10564|1997-06-10
4|Mrs.|Margaret|Peacock|10574|1997-06-19
4|Mrs.|Margaret|Peacock|10578|1997-06-24
4|Mrs.|Margaret|Peacock|10580|1997-06-26
4|Mrs.|Margaret|Peacock|10584|1997-06-30
4|Mrs.|Margaret|Peacock|10590|1997-07-07
4|Mrs.|Margaret|Peacock|10600|1997-07-16
4|Mrs.|Margaret|Peacock|10606|1997-07-22
4|Mrs.|Margaret|Peacock|10608|1997-07-23
4|Mrs.|Margaret|Peacock|10613|1997-07-29
4|Mrs.|Margaret|Peacock|10617|1997-07-31
4|Mrs.|Margaret|Peacock|10621|1997-08-05
4|Mrs.|Margaret|Peacock|10622|1997-08-06
4|Mrs.|Margaret|Peacock|10624|1997-08-07
4|Mrs.|Margaret|Peacock|10628|1997-08-12
4|Mrs.|Margaret|Peacock|10629|1997-08-12
4|Mrs.|Margaret|Peacock|10634|1997-08-15
4|Mrs.|Margaret|Peacock|10636|1997-08-19
4|Mrs.|Margaret|Peacock|10640|1997-08-21
4|Mrs.|Margaret|Peacock|10641|1997-08-22
4|Mrs.|Margaret|Peacock|10645|1997-08-26
4|Mrs.|Margaret|Peacock|10647|1997-08-27
4|Mrs.|Margaret|Peacock|10652|1997-09-01
4|Mrs.|Margaret|Peacock|10658|1997-09-05
4|Mrs.|Margaret|Peacock|10670|1997-09-16
4|Mrs.|Margaret|Peacock|10674|1997-09-18
4|Mrs.|Margaret|Peacock|10685|1997-09-29
4|Mrs.|Margaret|Peacock|10688|1997-10-01
4|Mrs.|Margaret|Peacock|10692|1997-10-03
4|Mrs.|Margaret|Peacock|10698|1997-10-09
4|Mrs.|Margaret|Peacock|10702|1997-10-13
4|Mrs.|Margaret|Peacock|10707|1997-10-16
4|Mrs.|Margaret|Peacock|10716|1997-10-24
4|Mrs.|Margaret|Peacock|10725|1997-10-31
4|Mrs.|Margaret|Peacock|10726|1997-11-03
4|Mrs.|Margaret|Peacock|10728|1997-11-04
4|Mrs.|Margaret|Peacock|10740|1997-11-13
4|Mrs.|Margaret|Peacock|10741|1997-11-14
4|Mrs.|Margaret|Peacock|10749|1997-11-20
4|Mrs.|Margaret|Peacock|10755|1997-11-26
4|Mrs.|Margaret|Peacock|10760|1997-12-01
4|Mrs.|Margaret|Peacock|10766|1997-12-05
4|Mrs.|Margaret|Peacock|10767|1997-12-05
4|Mrs.|Margaret|Peacock|10774|1997-12-11
4|Mrs.|Margaret|Peacock|10783|1997-12-18
4|Mrs.|Margaret|Peacock|10784|1997-12-18
4|Mrs.|Margaret|Peacock|10801|1997-12-29
4|Mrs.|Margaret|Peacock|10802|1997-12-29
4|Mrs.|Margaret|Peacock|10803|1997-12-30
4|Mrs.|Margaret|Peacock|10807|1997-12-31
4|Mrs.|Margaret|Peacock|10816|1998-01-06
4|Mrs.|Margaret|Peacock|10830|1998-01-13
4|Mrs.|Margaret|Peacock|10840|1998-01-19
4|Mrs.|Margaret|Peacock|10843|1998-01-21
4|Mrs.|Margaret|Peacock|10847|1998-01-22
4|Mrs.|Margaret|Peacock|10861|1998-01-30
4|Mrs.|Margaret|Peacock|10863|1998-02-02
4|Mrs.|Margaret|Peacock|10864|1998-02-02
4|Mrs.|Margaret|Peacock|10873|1998-02-06
4|Mrs.|Margaret|Peacock|10875|1998-02-06
4|Mrs.|Margaret|Peacock|10878|1998-02-10
4|Mrs.|Margaret|Peacock|10881|1998-02-11
4|Mrs.|Margaret|Peacock|10882|1998-02-11
4|Mrs.|Margaret|Peacock|10884|1998-02-12
4|Mrs.|Margaret|Peacock|10892|1998-02-17
4|Mrs.|Margaret|Peacock|10898|1998-02-20
4|Mrs.|Margaret|Peacock|10901|1998-02-23
4|Mrs.|Margaret|Peacock|10906|1998-02-25
4|Mrs.|Margaret|Peacock|10908|1998-02-26
4|Mrs.|Margaret|Peacock|10913|1998-02-26
4|Mrs.|Margaret|Peacock|10917|1998-03-02
4|Mrs.|Margaret|Peacock|10920|1998-03-03
4|Mrs.|Margaret|Peacock|10926|1998-03-04
4|Mrs.|Margaret|Peacock|10927|1998-03-05
4|Mrs.|Margaret|Peacock|10930|1998-03-06
4|Mrs.|Margaret|Peacock|10931|1998-03-06
4|Mrs.|Margaret|Peacock|10935|1998-03-09
4|Mrs.|Margaret|Peacock|10943|1998-03-11
4|Mrs.|Margaret|Peacock|10945|1998-03-12
4|Mrs.|Margaret|Peacock|10966|1998-03-20
4|Mrs.|Margaret|Peacock|10972|1998-03-24
4|Mrs.|Margaret|Peacock|10980|1998-03-27
4|Mrs.|Margaret|Peacock|10996|1998-04-02
4|Mrs.|Margaret|Peacock|11002|1998-04-06
4|Mrs.|Margaret|Peacock|11018|1998-04-13
4|Mrs.|Margaret|Peacock|11024|1998-04-15
4|Mrs.|Margaret|Peacock|11026|1998-04-15
4|Mrs.|Margaret|Peacock|11029|1998-04-16
4|Mrs.|Margaret|Peacock|11040|1998-04-22
4|Mrs.|Margaret|Peacock|11044|1998-04-23
4|Mrs.|Margaret|Peacock|11061|1998-04-30
4|Mrs.|Margaret|Peacock|11062|1998-04-30
4|Mrs.|Margaret|Peacock|11072|1998-05-05
4|Mrs.|Margaret|Peacock|11076|1998-05-06
5|Mr.|Steven|Buchanan|10248|1996-07-04
5|Mr.|Steven|Buchanan|10254|1996-07-11
